activity_id,date,intensity,rolling%,Comment,,,,,
7,2014-07-31 23:11:06,,0.42,,,,,,
7,2014-07-31 23:11:16,,0.413333333333333,,,,,,
7,2014-07-31 23:11:27,,0.406666666666667,,,,,,
7,2014-07-31 23:11:37,,0.4,START OF PERIOD,,,,,
7,2014-07-31 23:11:47,,0.393333333333333,,,,,,
7,2014-07-31 23:11:58,,0.386666666666667,,,,,,
7,2014-07-31 23:12:08,,0.38,,,,,,
7,2014-07-31 23:12:18,,0.373333333333333,,,,,,
7,2014-07-31 23:12:29,,0.366666666666667,,,,,,
8,2014-07-31 23:12:39,,0.366666666666667,,,,,,
8,2014-07-31 23:12:49,,0.366666666666667,,,,,,
8,2014-07-31 23:13:00,,0.366666666666667,,,,,,
8,2014-07-31 23:13:10,,0.366666666666667,,,,,,
8,2014-07-31 23:13:20,,0.366666666666667,,,,,,
8,2014-07-31 23:13:30,,0.366666666666667,,,,,,
8,2014-07-31 23:13:41,,0.366666666666667,,,,,,
8,2014-07-31 23:13:51,,0.366666666666667,,,,,,
8,2014-07-31 23:14:01,,0.366666666666667,,,,,,
8,2014-07-31 23:14:12,,0.366666666666667,,,,,,
8,2014-07-31 23:14:22,,0.366666666666667,,,,,,
8,2014-07-31 23:14:32,,0.366666666666667,,,,,,
8,2014-07-31 23:14:43,,0.366666666666667,,,,,,
8,2014-07-31 23:14:53,,0.366666666666667,,,,,,
8,2014-07-31 23:15:03,,0.366666666666667,,,,,,
8,2014-07-31 23:15:14,,0.366666666666667,,,,,,
8,2014-07-31 23:15:24,,0.366666666666667,,,,,,
8,2014-07-31 23:15:34,,0.366666666666667,,,,,,
8,2014-07-31 23:15:45,,0.373333333333333,,,,,,
8,2014-07-31 23:15:55,,0.373333333333333,,,,,,
8,2014-07-31 23:16:05,,0.373333333333333,,,,,,
8,2014-07-31 23:16:16,,0.373333333333333,,,,,,
8,2014-07-31 23:16:26,,0.373333333333333,,,,,,
8,2014-07-31 23:16:36,,0.373333333333333,,,,,,
8,2014-07-31 23:16:47,,0.373333333333333,,,,,,
8,2014-07-31 23:16:57,,0.373333333333333,,,,,,
8,2014-07-31 23:17:07,,0.373333333333333,,,,,,
8,2014-07-31 23:17:18,,0.373333333333333,,,,,,
8,2014-07-31 23:17:28,,0.373333333333333,,,,,,
8,2014-07-31 23:17:38,,0.373333333333333,,,,,,
8,2014-07-31 23:17:49,,0.373333333333333,,,,,,
8,2014-07-31 23:17:59,,0.373333333333333,,,,,,
8,2014-07-31 23:18:09,,0.38,,,,,,
8,2014-07-31 23:18:20,,0.38,,,,,,
8,2014-07-31 23:18:30,,0.38,,,,,,
8,2014-07-31 23:18:40,,0.38,,,,,,
8,2014-07-31 23:18:51,,0.38,,,,,,
8,2014-07-31 23:19:01,,0.38,,,,,,
8,2014-07-31 23:19:11,,0.38,,,,,,
8,2014-07-31 23:19:22,,0.38,,,,,,
8,2014-07-31 23:19:32,,0.38,,,,,,
8,2014-07-31 23:19:42,,0.38,,,,,,
8,2014-07-31 23:19:53,,0.38,,,,,,
8,2014-07-31 23:20:03,,0.38,,,,,,
8,2014-07-31 23:20:13,,0.38,,,,,,
8,2014-07-31 23:20:24,,0.38,,,,,,
8,2014-07-31 23:20:34,,0.386666666666667,,,,,,
8,2014-07-31 23:20:44,,0.386666666666667,,,,,,
8,2014-07-31 23:20:54,,0.393333333333333,,,,,,
8,2014-07-31 23:21:05,,0.4,,,,,,
8,2014-07-31 23:21:15,,0.406666666666667,,,,,,
8,2014-07-31 23:21:25,,0.413333333333333,,,,,,
8,2014-07-31 23:21:36,,0.413333333333333,,,,,,
8,2014-07-31 23:21:46,,0.413333333333333,,,,,,
8,2014-07-31 23:21:56,,0.413333333333333,,,,,,
8,2014-07-31 23:22:07,,0.413333333333333,,,,,,
8,2014-07-31 23:22:17,,0.42,,,,,,
8,2014-07-31 23:22:27,,0.426666666666667,,,,,,
8,2014-07-31 23:22:38,,0.433333333333333,,,,,,
8,2014-07-31 23:22:48,,0.44,,,,,,
8,2014-07-31 23:22:58,,0.44,,,,,,
8,2014-07-31 23:23:09,,0.446666666666667,,,,,,
8,2014-07-31 23:23:19,,0.453333333333333,,,,,,
8,2014-07-31 23:23:29,,0.453333333333333,,,,,,
8,2014-07-31 23:23:40,,0.453333333333333,,,,,,
8,2014-07-31 23:23:50,,0.453333333333333,,,,,,
8,2014-07-31 23:24:00,,0.453333333333333,,,,,,
8,2014-07-31 23:24:11,,0.453333333333333,,,,,,
8,2014-07-31 23:24:21,,0.46,,,,,,
8,2014-07-31 23:24:31,,0.466666666666667,,,,,,
8,2014-07-31 23:24:42,,0.473333333333333,,,,,,
8,2014-07-31 23:24:52,,0.48,,,,,,
8,2014-07-31 23:25:02,,0.486666666666667,,,,,,
8,2014-07-31 23:25:13,,0.493333333333333,,,,,,
8,2014-07-31 23:25:23,,0.5,,,,,,
8,2014-07-31 23:25:33,,0.506666666666667,,,,,,
8,2014-07-31 23:25:44,,0.513333333333333,,,,,,
8,2014-07-31 23:25:54,,0.52,,,,,,
8,2014-07-31 23:26:04,,0.526666666666667,,,,,,
8,2014-07-31 23:26:15,,0.533333333333333,,,,,,
8,2014-07-31 23:26:25,,0.54,,,,,,
8,2014-07-31 23:26:35,,0.546666666666667,,,,,,
8,2014-07-31 23:26:46,,0.553333333333333,,,,,,
8,2014-07-31 23:26:56,,0.56,,,,,,
8,2014-07-31 23:27:06,,0.566666666666667,,,,,,
8,2014-07-31 23:27:17,,0.573333333333333,,,,,,
8,2014-07-31 23:27:27,,0.58,,,,,,
8,2014-07-31 23:27:37,,0.586666666666667,,,,,,
8,2014-07-31 23:27:48,,0.593333333333333,,,,,,
8,2014-07-31 23:27:58,,0.6,,,,,,
8,2014-07-31 23:28:08,,0.606666666666667,,,,,,
8,2014-07-31 23:28:18,,0.613333333333333,,,,,,
8,2014-07-31 23:28:29,,0.62,,,,,,
8,2014-07-31 23:28:39,,0.626666666666667,,,,,,
8,2014-07-31 23:28:49,,0.633333333333333,,,,,,
8,2014-07-31 23:29:00,,0.64,,,,,,
8,2014-07-31 23:29:10,,0.646666666666667,,,,,,
8,2014-07-31 23:29:20,,0.653333333333333,,,,,,
8,2014-07-31 23:29:31,,0.66,,,,,,
8,2014-07-31 23:29:41,,0.666666666666667,,,,,,
8,2014-07-31 23:29:51,,0.673333333333333,,,,,,
8,2014-07-31 23:30:02,,0.68,,,,,,
8,2014-07-31 23:30:12,,0.686666666666667,,,,,,
8,2014-07-31 23:30:22,,0.693333333333333,,,,,,
8,2014-07-31 23:30:33,,0.7,,,,,,
8,2014-07-31 23:30:43,,0.706666666666667,,,,,,
8,2014-07-31 23:30:53,,0.713333333333333,,,,,,
8,2014-07-31 23:31:04,,0.72,,,,,,
8,2014-07-31 23:31:14,,0.726666666666667,,,,,,
8,2014-07-31 23:31:24,,0.733333333333333,,,,,,
8,2014-07-31 23:31:35,,0.74,,,,,,
8,2014-07-31 23:31:45,,0.746666666666667,,,,,,
8,2014-07-31 23:31:55,,0.753333333333333,,,,,,
8,2014-07-31 23:32:06,,0.76,,,,,,
8,2014-07-31 23:32:16,,0.766666666666667,,,,,,
8,2014-07-31 23:32:26,,0.773333333333333,,,,,,
8,2014-07-31 23:32:37,,0.78,,,,,,
8,2014-07-31 23:32:47,,0.786666666666667,,,,,,
8,2014-07-31 23:32:57,,0.793333333333333,,,,,,
8,2014-07-31 23:33:08,,0.8,,,,,,
8,2014-07-31 23:33:18,,0.806666666666667,,,,,,
8,2014-07-31 23:33:28,,0.813333333333333,,,,,,
8,2014-07-31 23:33:39,,0.82,,,,,,
8,2014-07-31 23:33:49,,0.826666666666667,,,,,,
8,2014-07-31 23:33:59,,0.833333333333333,,,,,,
8,2014-07-31 23:34:10,,0.84,,,,,,
8,2014-07-31 23:34:20,,0.846666666666667,,,,,,
8,2014-07-31 23:34:30,,0.853333333333333,,,,,,
8,2014-07-31 23:34:41,,0.86,,,,,,
8,2014-07-31 23:34:51,,0.866666666666667,,,,,,
8,2014-07-31 23:35:01,,0.873333333333333,,,,,,
8,2014-07-31 23:35:12,,0.88,,,,,,
8,2014-07-31 23:35:22,,0.886666666666667,,,,,,
8,2014-07-31 23:35:32,,0.893333333333333,,,,,,
8,2014-07-31 23:35:42,,0.9,,,,,,
8,2014-07-31 23:35:53,,0.906666666666667,,,,,,
8,2014-07-31 23:36:03,,0.913333333333333,,,,,,
8,2014-07-31 23:36:13,,0.92,,,,,,
8,2014-07-31 23:36:24,,0.926666666666667,,,,,,
8,2014-07-31 23:36:34,,0.933333333333333,,,,,,
8,2014-07-31 23:36:44,,0.94,,,,,,
8,2014-07-31 23:36:55,,0.946666666666667,,,,,,
8,2014-07-31 23:37:05,,0.953333333333333,,,,,,
8,2014-07-31 23:37:15,,0.96,Triggers start of period. Start = beginning of analysed period (ie. Row 1461),,,,,
8,2014-07-31 23:37:26,,0.966666666666667,,,,,,
8,2014-07-31 23:37:36,,0.973333333333333,,,,,,
8,2014-07-31 23:37:46,,0.98,,,,,,
8,2014-07-31 23:37:57,,0.986666666666667,,,,,,
8,2014-07-31 23:38:07,,0.993333333333333,,,,,,
8,2014-07-31 23:38:17,,1,,,,,,
8,2014-07-31 23:38:28,,1,,,,,,
8,2014-07-31 23:38:38,,1,,,,,,
8,2014-07-31 23:38:48,,1,,,,,,
8,2014-07-31 23:38:59,,1,,,,,,
8,2014-07-31 23:39:09,,1,,,,,,
8,2014-07-31 23:39:19,,1,,,,,,
8,2014-07-31 23:39:30,,1,,,,,,
8,2014-07-31 23:39:40,,1,,,,,,
8,2014-07-31 23:39:50,,1,,,,,,
8,2014-07-31 23:40:01,,1,,,,,,
8,2014-07-31 23:40:11,,1,,,,,,
8,2014-07-31 23:40:21,,1,,,,,,
8,2014-07-31 23:40:32,,1,,,,,,
8,2014-07-31 23:40:42,,1,,,,,,
8,2014-07-31 23:40:52,,1,,,,,,
8,2014-07-31 23:41:03,,1,,,,,,
8,2014-07-31 23:41:13,,1,,,,,,
8,2014-07-31 23:41:23,,1,,,,,,
8,2014-07-31 23:41:34,,1,,,,,,
8,2014-07-31 23:41:44,,1,,,,,,
8,2014-07-31 23:41:54,,1,,,,,,
8,2014-07-31 23:42:05,,1,,,,,,
8,2014-07-31 23:42:15,,1,,,,,,
8,2014-07-31 23:42:25,,1,,,,,,
8,2014-07-31 23:42:36,,1,,,,,,
8,2014-07-31 23:42:46,,1,,,,,,
8,2014-07-31 23:42:56,,1,,,,,,
8,2014-07-31 23:43:07,,1,,,,,,
8,2014-07-31 23:43:17,,1,,,,,,
8,2014-07-31 23:43:27,,1,,,,,,
8,2014-07-31 23:43:37,,1,,,,,,
8,2014-07-31 23:43:48,,1,,,,,,
8,2014-07-31 23:43:58,,1,,,,,,
8,2014-07-31 23:44:08,,1,,,,,,
8,2014-07-31 23:44:19,,1,,,,,,
8,2014-07-31 23:44:29,,1,,,,,,
8,2014-07-31 23:44:39,,1,,,,,,
8,2014-07-31 23:44:50,,1,,,,,,
8,2014-07-31 23:45:00,,1,,,,,,
8,2014-07-31 23:45:10,,1,,,,,,
8,2014-07-31 23:45:21,,1,,,,,,
8,2014-07-31 23:45:31,,1,,,,,,
8,2014-07-31 23:45:41,,1,,,,,,
8,2014-07-31 23:45:52,,1,,,,,,
8,2014-07-31 23:46:02,,1,,,,,,
8,2014-07-31 23:46:12,,1,,,,,,
8,2014-07-31 23:46:23,,1,,,,,,
8,2014-07-31 23:46:33,,1,,,,,,
8,2014-07-31 23:46:43,,1,,,,,,
8,2014-07-31 23:46:54,,1,,,,,,
8,2014-07-31 23:47:04,,1,,,,,,
8,2014-07-31 23:47:14,,1,,,,,,
8,2014-07-31 23:47:25,,1,,,,,,
8,2014-07-31 23:47:35,,1,,,,,,
8,2014-07-31 23:47:45,,1,,,,,,
8,2014-07-31 23:47:56,,1,,,,,,
8,2014-07-31 23:48:06,,1,,,,,,
8,2014-07-31 23:48:16,,1,,,,,,
8,2014-07-31 23:48:27,,1,,,,,,
8,2014-07-31 23:48:37,,1,,,,,,
8,2014-07-31 23:48:47,1,1,,,,,,
8,2014-07-31 23:48:58,,1,,,,,,
8,2014-07-31 23:49:08,,1,,,,,,
8,2014-07-31 23:49:18,,1,,,,,,
8,2014-07-31 23:49:29,,1,,,,,,
8,2014-07-31 23:49:39,,1,,,,,,
8,2014-07-31 23:49:49,,1,,,,,,
8,2014-07-31 23:50:00,,1,,,,,,
8,2014-07-31 23:50:10,,1,,,,,,
8,2014-07-31 23:50:20,,1,,,,,,
8,2014-07-31 23:50:31,,1,,,,,,
8,2014-07-31 23:50:41,,1,,,,,,
8,2014-07-31 23:50:51,,1,,,,,,
8,2014-07-31 23:51:01,,1,,,,,,
8,2014-07-31 23:51:12,,1,,,,,,
8,2014-07-31 23:51:22,,1,,,,,,
8,2014-07-31 23:51:32,,1,,,,,,
8,2014-07-31 23:51:43,1,1,,,,,,
8,2014-07-31 23:51:53,,1,,,,,,
8,2014-07-31 23:52:03,,1,,,,,,
8,2014-07-31 23:52:14,1,1,,,,,,
8,2014-07-31 23:52:24,,1,,,,,,
8,2014-07-31 23:52:34,,1,,,,,,
8,2014-07-31 23:52:45,,1,,,,,,
8,2014-07-31 23:52:55,,1,,,,,,
8,2014-07-31 23:53:05,,1,,,,,,
8,2014-07-31 23:53:16,,1,,,,,,
8,2014-07-31 23:53:26,,1,,,,,,
8,2014-07-31 23:53:36,,1,,,,,,
8,2014-07-31 23:53:47,,1,,,,,,
8,2014-07-31 23:53:57,,1,,,,,,
8,2014-07-31 23:54:07,,1,,,,,,
8,2014-07-31 23:54:18,,1,,,,,,
8,2014-07-31 23:54:28,,1,,,,,,
8,2014-07-31 23:54:38,,1,,,,,,
8,2014-07-31 23:54:49,,1,,,,,,
8,2014-07-31 23:54:59,,1,,,,,,
8,2014-07-31 23:55:09,,1,,,,,,
8,2014-07-31 23:55:20,,1,,,,,,
8,2014-07-31 23:55:30,,1,,,,,,
8,2014-07-31 23:55:40,,1,,,,,,
8,2014-07-31 23:55:51,,1,,,,,,
8,2014-07-31 23:56:01,,1,,,,,,
8,2014-07-31 23:56:11,,1,,,,,,
8,2014-07-31 23:56:22,,1,,,,,,
8,2014-07-31 23:56:32,,1,,,,,,
8,2014-07-31 23:56:42,,1,,,,,,
8,2014-07-31 23:56:53,,1,,,,,,
8,2014-07-31 23:57:03,,1,,,,,,
8,2014-07-31 23:57:13,,1,,,,,,
8,2014-07-31 23:57:24,,1,,,,,,
8,2014-07-31 23:57:34,,1,,,,,,
8,2014-07-31 23:57:44,,1,,,,,,
8,2014-07-31 23:57:55,,1,,,,,,
8,2014-07-31 23:58:05,,1,,,,,,
8,2014-07-31 23:58:15,,1,,,,,,
8,2014-07-31 23:58:25,,1,,,,,,
8,2014-07-31 23:58:36,,1,,,,,,
8,2014-07-31 23:58:46,,1,,,,,,
8,2014-07-31 23:58:56,,1,,,,,,
8,2014-07-31 23:59:07,,1,,,,,,
8,2014-07-31 23:59:17,,1,,,,,,
8,2014-07-31 23:59:27,,1,,,,,,
8,2014-07-31 23:59:38,,1,,,,,,
8,2014-07-31 23:59:48,1,1,,,,,,
7,2014-07-31 23:59:58,3,0.993333333333333,,,,,,
8,2014-08-01 00:00:09,,0.993333333333333,,,,,,
8,2014-08-01 00:00:19,,0.993333333333333,,,,,,
8,2014-08-01 00:00:29,,0.993333333333333,,,,,,
8,2014-08-01 00:00:40,,0.993333333333333,,,,,,
8,2014-08-01 00:00:50,,0.993333333333333,,,,,,
8,2014-08-01 00:01:00,1,0.993333333333333,,,,,,
8,2014-08-01 00:01:11,,0.993333333333333,,,,,,
8,2014-08-01 00:01:21,,0.993333333333333,,,,,,
8,2014-08-01 00:01:31,,0.993333333333333,,,,,,
8,2014-08-01 00:01:42,,0.993333333333333,,,,,,
8,2014-08-01 00:01:52,,0.993333333333333,,,,,,
8,2014-08-01 00:02:02,,0.993333333333333,,,,,,
8,2014-08-01 00:02:13,,0.993333333333333,,,,,,
8,2014-08-01 00:02:23,,0.993333333333333,,,,,,
8,2014-08-01 00:02:33,,0.993333333333333,,,,,,
8,2014-08-01 00:02:44,,0.993333333333333,,,,,,
8,2014-08-01 00:02:54,,0.993333333333333,,,,,,
8,2014-08-01 00:03:04,,0.993333333333333,,,,,,
8,2014-08-01 00:03:15,,0.993333333333333,,,,,,
8,2014-08-01 00:03:25,,0.993333333333333,,,,,,
8,2014-08-01 00:03:35,,0.993333333333333,,,,,,
8,2014-08-01 00:03:46,,0.993333333333333,,,,,,
8,2014-08-01 00:03:56,,0.993333333333333,,,,,,
8,2014-08-01 00:04:06,,0.993333333333333,,,,,,
8,2014-08-01 00:04:17,,0.993333333333333,,,,,,
8,2014-08-01 00:04:27,1,0.993333333333333,,,,,,
8,2014-08-01 00:04:37,,0.993333333333333,,,,,,
8,2014-08-01 00:04:48,,0.993333333333333,,,,,,
8,2014-08-01 00:04:58,,0.993333333333333,,,,,,
8,2014-08-01 00:05:08,,0.993333333333333,,,,,,
8,2014-08-01 00:05:19,,0.993333333333333,,,,,,
8,2014-08-01 00:05:29,,0.993333333333333,,,,,,
8,2014-08-01 00:05:39,,0.993333333333333,,,,,,
8,2014-08-01 00:05:49,1,0.993333333333333,,,,,,
8,2014-08-01 00:06:00,,0.993333333333333,,,,,,
8,2014-08-01 00:06:10,1,0.993333333333333,,,,,,
8,2014-08-01 00:06:20,1,0.993333333333333,,,,,,
8,2014-08-01 00:06:31,,0.993333333333333,,,,,,
8,2014-08-01 00:06:41,,0.993333333333333,,,,,,
8,2014-08-01 00:06:51,,0.993333333333333,,,,,,
8,2014-08-01 00:07:02,,0.993333333333333,,,,,,
8,2014-08-01 00:07:12,1,0.993333333333333,,,,,,
8,2014-08-01 00:07:22,2,0.993333333333333,,,,,,
8,2014-08-01 00:07:33,,0.993333333333333,,,,,,
8,2014-08-01 00:07:43,,0.993333333333333,,,,,,
8,2014-08-01 00:07:53,,0.993333333333333,,,,,,
8,2014-08-01 00:08:04,,0.993333333333333,,,,,,
8,2014-08-01 00:08:14,,0.993333333333333,,,,,,
8,2014-08-01 00:08:24,,0.993333333333333,,,,,,
8,2014-08-01 00:08:35,,0.993333333333333,,,,,,
8,2014-08-01 00:08:45,,0.993333333333333,,,,,,
8,2014-08-01 00:08:55,,0.993333333333333,,,,,,
8,2014-08-01 00:09:06,,0.993333333333333,,,,,,
8,2014-08-01 00:09:16,,0.993333333333333,,,,,,
8,2014-08-01 00:09:26,,0.993333333333333,,,,,,
8,2014-08-01 00:09:37,,0.993333333333333,,,,,,
8,2014-08-01 00:09:47,,0.993333333333333,,,,,,
8,2014-08-01 00:09:57,,0.993333333333333,,,,,,
8,2014-08-01 00:10:08,,0.993333333333333,,,,,,
8,2014-08-01 00:10:18,,0.993333333333333,,,,,,
8,2014-08-01 00:10:28,,0.993333333333333,,,,,,
8,2014-08-01 00:10:39,,0.993333333333333,,,,,,
8,2014-08-01 00:10:49,,0.993333333333333,,,,,,
8,2014-08-01 00:10:59,,0.993333333333333,,,,,,
8,2014-08-01 00:11:10,,0.993333333333333,,,,,,
8,2014-08-01 00:11:20,,0.993333333333333,,,,,,
8,2014-08-01 00:11:30,,0.993333333333333,,,,,,
8,2014-08-01 00:11:41,,0.993333333333333,,,,,,
8,2014-08-01 00:11:51,,0.993333333333333,,,,,,
8,2014-08-01 00:12:01,,0.993333333333333,,,,,,
8,2014-08-01 00:12:12,1,0.993333333333333,,,,,,
8,2014-08-01 00:12:22,,0.993333333333333,,,,,,
7,2014-08-01 00:12:32,2,0.986666666666667,,,,,,
7,2014-08-01 00:12:43,2,0.98,,,,,,
8,2014-08-01 00:12:53,,0.98,,,,,,
8,2014-08-01 00:13:03,,0.98,,,,,,
8,2014-08-01 00:13:13,,0.98,,,,,,
8,2014-08-01 00:13:24,,0.98,,,,,,
8,2014-08-01 00:13:34,,0.98,,,,,,
8,2014-08-01 00:13:44,,0.98,,,,,,
8,2014-08-01 00:13:55,,0.98,,,,,,
8,2014-08-01 00:14:05,,0.98,,,,,,
8,2014-08-01 00:14:15,,0.98,,,,,,
8,2014-08-01 00:14:26,,0.98,,,,,,
8,2014-08-01 00:14:36,,0.98,,,,,,
8,2014-08-01 00:14:46,,0.98,,,,,,
8,2014-08-01 00:14:57,,0.98,,,,,,
8,2014-08-01 00:15:07,,0.98,,,,,,
8,2014-08-01 00:15:17,,0.98,,,,,,
8,2014-08-01 00:15:28,,0.98,,,,,,
8,2014-08-01 00:15:38,,0.98,,,,,,
8,2014-08-01 00:15:48,,0.98,,,,,,
8,2014-08-01 00:15:59,,0.98,,,,,,
8,2014-08-01 00:16:09,,0.98,,,,,,
8,2014-08-01 00:16:19,,0.98,,,,,,
8,2014-08-01 00:16:30,,0.98,,,,,,
8,2014-08-01 00:16:40,,0.98,,,,,,
8,2014-08-01 00:16:50,,0.98,,,,,,
8,2014-08-01 00:17:01,,0.98,,,,,,
7,2014-08-01 00:17:11,2,0.973333333333333,,,,,,
8,2014-08-01 00:17:21,,0.973333333333333,,,,,,
8,2014-08-01 00:17:32,,0.973333333333333,,,,,,
8,2014-08-01 00:17:42,,0.973333333333333,,,,,,
8,2014-08-01 00:17:52,,0.973333333333333,,,,,,
8,2014-08-01 00:18:03,,0.973333333333333,,,,,,
8,2014-08-01 00:18:13,,0.973333333333333,,,,,,
8,2014-08-01 00:18:23,,0.973333333333333,,,,,,
8,2014-08-01 00:18:34,,0.973333333333333,,,,,,
8,2014-08-01 00:18:44,,0.973333333333333,,,,,,
8,2014-08-01 00:18:54,,0.973333333333333,,,,,,
8,2014-08-01 00:19:05,,0.973333333333333,,,,,,
8,2014-08-01 00:19:15,,0.973333333333333,,,,,,
8,2014-08-01 00:19:25,,0.973333333333333,,,,,,
8,2014-08-01 00:19:36,,0.973333333333333,,,,,,
8,2014-08-01 00:19:46,,0.973333333333333,,,,,,
8,2014-08-01 00:19:56,,0.973333333333333,,,,,,
8,2014-08-01 00:20:07,,0.973333333333333,,,,,,
8,2014-08-01 00:20:17,,0.973333333333333,,,,,,
8,2014-08-01 00:20:27,,0.973333333333333,,,,,,
8,2014-08-01 00:20:37,,0.973333333333333,,,,,,
8,2014-08-01 00:20:48,,0.973333333333333,,,,,,
7,2014-08-01 00:20:58,2,0.966666666666667,,,,,,
8,2014-08-01 00:21:08,,0.966666666666667,,,,,,
8,2014-08-01 00:21:19,,0.966666666666667,,,,,,
8,2014-08-01 00:21:29,,0.966666666666667,,,,,,
8,2014-08-01 00:21:39,,0.966666666666667,,,,,,
8,2014-08-01 00:21:50,,0.966666666666667,,,,,,
8,2014-08-01 00:22:00,,0.966666666666667,,,,,,
8,2014-08-01 00:22:10,,0.966666666666667,,,,,,
8,2014-08-01 00:22:21,,0.966666666666667,,,,,,
8,2014-08-01 00:22:31,,0.966666666666667,,,,,,
8,2014-08-01 00:22:41,,0.966666666666667,,,,,,
8,2014-08-01 00:22:52,,0.966666666666667,,,,,,
8,2014-08-01 00:23:02,,0.966666666666667,,,,,,
8,2014-08-01 00:23:12,,0.966666666666667,,,,,,
8,2014-08-01 00:23:23,,0.966666666666667,,,,,,
8,2014-08-01 00:23:33,,0.966666666666667,,,,,,
8,2014-08-01 00:23:43,1,0.966666666666667,,,,,,
8,2014-08-01 00:23:54,,0.966666666666667,,,,,,
8,2014-08-01 00:24:04,,0.966666666666667,,,,,,
8,2014-08-01 00:24:14,,0.966666666666667,,,,,,
8,2014-08-01 00:24:25,,0.966666666666667,,,,,,
8,2014-08-01 00:24:35,,0.966666666666667,,,,,,
8,2014-08-01 00:24:45,,0.966666666666667,,,,,,
8,2014-08-01 00:24:56,,0.966666666666667,,,,,,
8,2014-08-01 00:25:06,,0.966666666666667,,,,,,
8,2014-08-01 00:25:16,,0.966666666666667,,,,,,
8,2014-08-01 00:25:27,,0.966666666666667,,,,,,
8,2014-08-01 00:25:37,,0.966666666666667,,,,,,
8,2014-08-01 00:25:47,,0.973333333333333,,,,,,
8,2014-08-01 00:25:58,,0.973333333333333,,,,,,
8,2014-08-01 00:26:08,,0.973333333333333,,,,,,
8,2014-08-01 00:26:18,,0.973333333333333,,,,,,
8,2014-08-01 00:26:29,,0.973333333333333,,,,,,
8,2014-08-01 00:26:39,,0.973333333333333,,,,,,
8,2014-08-01 00:26:49,,0.973333333333333,,,,,,
8,2014-08-01 00:27:00,,0.973333333333333,,,,,,
8,2014-08-01 00:27:10,,0.973333333333333,,,,,,
8,2014-08-01 00:27:20,,0.973333333333333,,,,,,
8,2014-08-01 00:27:31,,0.973333333333333,,,,,,
8,2014-08-01 00:27:41,,0.973333333333333,,,,,,
8,2014-08-01 00:27:51,,0.973333333333333,,,,,,
8,2014-08-01 00:28:01,,0.973333333333333,,,,,,
8,2014-08-01 00:28:12,,0.973333333333333,,,,,,
8,2014-08-01 00:28:22,,0.973333333333333,,,,,,
8,2014-08-01 00:28:32,,0.973333333333333,,,,,,
8,2014-08-01 00:28:43,,0.973333333333333,,,,,,
8,2014-08-01 00:28:53,,0.973333333333333,,,,,,
8,2014-08-01 00:29:03,,0.973333333333333,,,,,,
8,2014-08-01 00:29:14,,0.973333333333333,,,,,,
8,2014-08-01 00:29:24,,0.973333333333333,,,,,,
8,2014-08-01 00:29:34,,0.973333333333333,,,,,,
8,2014-08-01 00:29:45,,0.973333333333333,,,,,,
8,2014-08-01 00:29:55,,0.973333333333333,,,,,,
8,2014-08-01 00:30:05,,0.973333333333333,,,,,,
8,2014-08-01 00:30:16,,0.973333333333333,,,,,,
8,2014-08-01 00:30:26,,0.973333333333333,,,,,,
8,2014-08-01 00:30:36,,0.973333333333333,,,,,,
8,2014-08-01 00:30:47,,0.973333333333333,,,,,,
8,2014-08-01 00:30:57,,0.973333333333333,,,,,,
8,2014-08-01 00:31:07,,0.973333333333333,,,,,,
8,2014-08-01 00:31:18,,0.973333333333333,,,,,,
8,2014-08-01 00:31:28,,0.973333333333333,,,,,,
8,2014-08-01 00:31:38,,0.973333333333333,,,,,,
8,2014-08-01 00:31:49,,0.973333333333333,,,,,,
8,2014-08-01 00:31:59,,0.973333333333333,,,,,,
8,2014-08-01 00:32:09,,0.973333333333333,,,,,,
8,2014-08-01 00:32:20,,0.973333333333333,,,,,,
8,2014-08-01 00:32:30,,0.973333333333333,,,,,,
8,2014-08-01 00:32:40,,0.973333333333333,,,,,,
8,2014-08-01 00:32:51,,0.973333333333333,,,,,,
8,2014-08-01 00:33:01,,0.973333333333333,,,,,,
8,2014-08-01 00:33:11,,0.973333333333333,,,,,,
8,2014-08-01 00:33:22,,0.973333333333333,,,,,,
8,2014-08-01 00:33:32,,0.973333333333333,,,,,,
8,2014-08-01 00:33:42,,0.973333333333333,,,,,,
8,2014-08-01 00:33:53,,0.973333333333333,,,,,,
8,2014-08-01 00:34:03,,0.973333333333333,,,,,,
8,2014-08-01 00:34:13,,0.973333333333333,,,,,,
8,2014-08-01 00:34:24,,0.973333333333333,,,,,,
8,2014-08-01 00:34:34,,0.973333333333333,,,,,,
8,2014-08-01 00:34:44,,0.973333333333333,,,,,,
8,2014-08-01 00:34:55,,0.973333333333333,,,,,,
8,2014-08-01 00:35:05,,0.973333333333333,,,,,,
8,2014-08-01 00:35:15,,0.973333333333333,,,,,,
8,2014-08-01 00:35:25,,0.973333333333333,,,,,,
8,2014-08-01 00:35:36,,0.973333333333333,,,,,,
8,2014-08-01 00:35:46,1,0.973333333333333,,,,,,
8,2014-08-01 00:35:56,,0.973333333333333,,,,,,
8,2014-08-01 00:36:07,,0.973333333333333,,,,,,
8,2014-08-01 00:36:17,,0.973333333333333,,,,,,
8,2014-08-01 00:36:27,,0.973333333333333,,,,,,
8,2014-08-01 00:36:38,,0.973333333333333,,,,,,
8,2014-08-01 00:36:48,,0.973333333333333,,,,,,
